date, pm25, pm10, no2, latitude, longitude
20/10/2020,16,20,9,59.33716532,18.03549986
21/10/2020,50,8,9,59.33716532,18.03549986
22/10/2020,24,6,11,59.33716532,18.03549986
23/10/2020,12,6,8,59.33716532,18.03549986
24/10/2020,19,8,3,59.33716532,18.03549986
25/10/2020,25,11,8,59.33716532,18.03549986
26/10/2020,31,13,8,59.33716532,18.03549986
27/10/2020,34,9,7,59.33716532,18.03549986
28/10/2020,24,14,13,59.33716532,18.03549986
29/10/2020,36,19,17,59.33716532,18.03549986
30/10/2020,44,12,7,59.33716532,18.03549986
31/10/2020,32,9,2,59.33716532,18.03549986
01/11/2020,26,7,2,59.33716532,18.03549986
02/11/2020,24,7,4,59.33716532,18.03549986
03/11/2020,11,8,8,59.33716532,18.03549986
04/11/2020,19,7,4,59.33716532,18.03549986
05/11/2020,11,15,10,59.33716532,18.03549986
06/11/2020,14,7,4,59.33716532,18.03549986
07/11/2020,16,13,9,59.33716532,18.03549986
08/11/2020,18,10,11,59.33716532,18.03549986
09/11/2020,24,13,8,59.33716532,18.03549986
10/11/2020,31,20,11,59.33716532,18.03549986
11/11/2020,43,28,8,59.33716532,18.03549986
12/11/2020,61,12,6,59.33716532,18.03549986
